enrolldt,price,downpmt,monthdue,pmttype,use,age,gender,default
2007/05/09,979,40,8.5,1,0,45,1,1
2007/06/04,979,50,8.5,1,0,29,1,1
2007/04/17,531.44,25,5.86,1,0,19,2,1
2007/04/18,531.44,25,5.86,1,0,24,2,1
2007/04/30,1201.32,100,2.93,1,0,38,1,1
2007/10/10,1174.16,50,5.72,1,0,31,1,1
2007/01/09,1677,150,5.5,1,0,21,2,1
2007/09/04,979,100,8.5,1,0,40,2,1
2008/06/11,1288,150,10.75,3,0,27,1,1
2008/06/23,1876,100,10.25,1,0,31,2,1
2008/09/26,879,25,8,3,1,34,1,1
2009/01/18,699,0,8,5,1,48,1,1
2009/01/25,999,75,4,3,1,23,1,1
2007/01/04,1545.81,30,5.96,1,0,27,2,1
2007/01/10,929.87,20,5.96,1,0,36,1,1
2007/02/02,1276.27,5,5.96,1,0,30,1,1
2007/03/26,1009,50,8,1,0,27,2,1
2007/03/31,983,50,8,1,0,38,1,1
2007/05/31,1009,39,8,1,0,33,2,1
2007/02/28,1179,20,5.5,1,0,39,2,1
2007/07/09,1029,20,4,5,2,39,1,1
2007/07/14,829,19,4,1,1,23,1,1
2007/01/02,1179,5,5.5,1,0,31,2,1
2007/01/09,2358,160,5.5,1,0,31,2,1
2007/02/01,1179,100,5.5,1,0,36,1,1
2007/02/04,979,80,5.5,1,0,34,2,1
2007/01/08,1226.16,150,5.72,1,0,25,1,1
2007/01/10,1226.16,100,5.72,1,1,36,1,1
2007/01/16,1226.16,200,5.72,1,0,30,2,1
2007/01/31,1018.16,150,5.72,1,0,26,2,1
2007/02/13,1226.16,50,2.86,1,0,23,2,1
2007/01/27,2358,200,10,1,0,37,1,1
2007/03/19,859,75,7.25,1,0,27,2,1
2007/02/17,979,5,8.5,1,0,23,1,1
2007/02/27,979,40,8.5,1,0,26,1,1
2007/04/25,1381.12,125,2.86,1,0,33,2,1
2007/02/07,859,33,5.5,1,0,25,2,1
2007/04/22,1108,75,2.75,1,0,35,2,1
2007/02/21,645.43,30,5.93,1,0,32,2,1
2007/03/01,1054.88,5,5.93,1,0,33,1,1
2007/03/17,645.43,25,5.93,1,0,22,2,1
2007/04/08,925.58,35,5.93,1,0,23,1,1
2007/05/06,1538.67,116,5.93,1,0,30,1,1
2007/01/07,1663.16,175,5.88,1,0,43,2,1
2007/01/12,979,37,5.5,1,0,41,2,1
2007/06/23,1005.64,50,5.96,1,0,21,2,1
2007/08/22,897.39,75,17,1,0,35,2,1
2007/02/04,599,25,8.5,1,0,24,1,1
2007/03/01,979,40,8.25,1,0,28,1,1
2007/05/28,1219.3,75,5.82,1,0,31,2,1
2007/03/23,1261.53,60,5.89,1,1,26,2,1
2007/02/12,599,25,5.5,1,0,21,1,1
2007/02/24,999,50,2.75,1,0,24,1,1
2007/03/09,1855,134,5.5,1,0,24,1,1
2007/02/19,1794.39,75,5.89,1,0,23,2,1
2007/05/29,1047.53,35,5.89,1,0,22,1,1
2007/08/10,480.43,50,4.28,1,3,33,1,1
2007/02/06,1228,30,5.5,1,1,28,2,1
2007/03/12,1228,50,5.5,1,0,35,2,1
2007/04/18,1129,50,11,1,0,24,1,1
2007/04/29,809,50,2.75,1,0,25,1,1
2007/05/10,1108,30,5.5,1,0,20,2,1
2007/05/12,979,0,5.5,1,1,22,1,1
2007/06/26,979,40,17,1,0,24,2,1
2007/03/04,999,40,5.5,1,0,29,2,1
2007/02/17,859,50,2.75,1, ,34,2,1
2007/02/24,1179,100,2.75,1, ,23,1,1
2007/04/29,859,35,5.5,1,0,35,1,1
2007/01/04,859,5,5.5,1,0,32,2,1
2007/01/06,599,26,5.5,1,0,23,2,1
2007/01/08,859,5,5.5,1,0,21,1,1
2007/01/08,859,50,5.5,1,0,26,1,1
2007/01/28,599,26,5.5,1,0,35,1,1
2007/01/28,599,26,5.5,1,0,0,1,1
2007/02/04,1108,60,5.5,1,0,34,2,1
2007/01/18,859,5,5.5,1,0,31,1,1
2007/03/15,859,51,5.5,1,3,32,1,1
2007/04/09,859,35,5.5,1,1,22,2,1
2007/03/28,837.81,50,5.89,1,0,33,2,1
2007/05/20,1047.53,40,5.89,1,0,22,1,1
2007/06/19,2523.06,50,11,1,0,29,2,1
2007/07/31,2202.06,40,4.28,1,0,34,2,1
2007/10/13,979,5,5.5,1,0,26,1,1
2008/02/28,1148,100,20,1,0,23,2,1
2008/06/28,699,29,6,1,0,39,2,1
2007/03/27,640.93,50,5.89,1,1,24,1,1
2007/02/18,979,40,5.5,1,0,25,1,1
2007/03/27,599,50,5.5,1,1,25,2,1
2007/03/28,302.9,100,9,1,0,0,2,1
2007/04/18,1221.06,51,2.98,1,0,29,2,1
2007/04/23,1195.08,75,2.98,1,0,28,1,1
2007/06/19,1437.56,100,5.96,1,0,26,1,1
2007/06/22,648.42,25,5.96,1,0,21,1,1
2007/07/21,897.39,20,4.33,1,0,22,2,1
2007/05/14,636.44,25,5.85,1,0,33,1,1
2008/01/15,636.44,5,5.51,1,3,20,2,1
2007/07/30,712.49,20,17,1,0,40,1,1
2007/08/14,584.69,19,26,1,0,30,1,1
2007/10/13,840.29,5,17,1,0,28,2,1
2007/04/01,949,51,2,1,0,32,1,1
2007/05/07,539,25,5,1,0,30,1,1
2007/07/28,639,19,3,1,0,27,2,1
2007/04/19,539,25,5,1,1,38,2,1
2007/07/17,349,20,3,1,1,35,2,1
2007/02/20,999,75,2.75,1,0,24,2,1
2007/03/19,999,50,5.5,1,0,27,1,1
2007/02/19,859,33,5.5,1,0,19,2,1
2007/03/17,859,50,5.5,1,0,24,2,1
2007/04/16,999,40,5.5,1,0,23,1,1
2007/09/26,929,50,5.5,1, ,25,1,1
2007/03/21,859,35,7.25,1,0,22,2,1
2007/06/02,417.96,25,24,1,0,58,1,1
2007/01/06,1108,150,5.5,1,0,29,2,1
2007/03/12,925.58,25,5.92,1,0,22,1,1
2007/03/18,1054.88,39,5.92,1,0,21,1,1
2007/07/14,1054.88,50,4.31,1,0,27,2,1
2007/07/15,2217.5,50,4.31,1,0,25,2,1
2007/01/29,599,5,5.5,1,0,21,2,1
2007/03/21,859,34,5.5,1,0,39,1,1
2007/03/26,599,25,5.5,1,0,30,1,1
2007/03/26,1245.92,100,5.72,1,1,26,2,1
2007/04/26,914.16,150,2.86,1,0,47,2,1
2007/04/17,949,50,2,1,0,32,1,1
2007/06/05,689,35,4,1,0,21,1,1
2007/07/03,349,20,3,1,0,26,1,1
2007/07/30,349,19,3,1,0,42,2,1
2007/08/19,799,20,3,1,0,30,2,1
2007/09/22,899,50,4,1,0,36,2,1
2008/08/03,1124,20,9.5,3,0,36,2,1
2007/05/05,1255.64,5,5.86,1,0,25,2,1
2007/01/31,459.03,50,40.22,1,0,23,1,1
2007/06/18,640.93,25,2.95,1,1,37,1,1
2008/01/07,967.28,75,17,1,0,27,1,1
2007/02/01,979,37,5.5,1,0,21,1,1
2007/02/05,1179,5,5.5,1,0,20,1,1
2007/02/14,859,5,5.5,1,0,25,2,1
2007/05/28,1129,50,5.5,1,0,35,1,1
2007/01/30,1513.68,60,5.83,1,0,27,1,1
2007/03/06,1276.27,150,2.98,1,0,30,1,1
2007/03/30,1020.8,150,2.98,1,0,31,1,1
2007/05/08,1545.81,50,5.96,1,0,0,1,1
2007/05/29,1059.77,50,5.96,1,0,26,1,1
2007/11/24,672,150,14,1,0,0,2,1
2007/02/07,1578,100,2,1,0,22,2,1
2007/02/14,949,50,2,1,0,24,2,1
2007/03/12,1198,71,4,1,2,4,2,1
2007/05/05,849,100,4,1,0,31,1,1
2007/05/06,789,40,4,1,0,36,1,1
2007/05/07,899,50,4,1,0,36,2,1
2007/05/22,1038,50,4,1,0,34,1,1
2007/02/28,929.87,35,5.96,1,0,33,1,1
2007/05/27,594.29,100,5.96,1,0,30,1,1
2007/07/08,486.04,20,4.33,1,0,22,2,1
2007/07/21,486.04,20,4.33,1,0,32,1,1
2007/03/14,634.94,25,5.83,1,3,26,1,1
2007/03/25,1037.74,40,5.83,1,1,22,2,1
2007/03/27,454.74,227.37,10,1,0,30,1,1
2007/04/10,1143.74,150,2.92,1,0,38,2,1
2007/04/23,910.54,75,2.92,1,1,31,1,1
2007/03/16,979,40,5.5,1,5,22,2,1
2007/04/14,1179,25,10,1,0,26,1,1
2007/03/04,699,25,5.5,1,0,54,2,1
2007/04/24,999,10,5.5,1,0,21,2,1
2007/05/10,859,5,5.5,1,0,32,2,1
2007/03/26,1032,65,8.25,1,0,22,1,1
2007/03/28,783,40,8.5,1,0,23,1,1
2007/03/06,1229,50,8,1,0,24,2,1
2007/04/06,1129,100,4,1,0,30,2,1
2007/01/30,1428,100,10,1,0,38,1,1
2007/02/08,1179,50,10,1,0,21,2,1
2007/02/26,1428,25,10,1,0,0,2,1
2007/03/31,859,35,8.5,1,0,22,1,1
2007/04/10,1179,50,10,1,0,27,1,1
2007/03/12,1467.57,100,4.39,1,1,3,1,1
2007/04/16,1414.32,100,2.93,1,0,29,1,1
2007/03/03,1108,60,5.5,1,0,23,1,1
2007/08/21,799,20,3,1,0,22,2,1
2008/02/05,889,45,4,1,0,26,2,1
2008/02/27,889,45,4,1,0,26,2,1
2007/03/24,979,5,5.5,1,1,27,2,1
2007/06/13,489,75,8.5,1,0,24,2,1
2007/03/19,599,5,5.5,1,0,33,1,1
2007/03/26,999,40,5.5,1,0,31,1,1
2007/04/22,469,19,2.75,1,0,23,1,1
2007/03/19,1307.82,75,5.86,1,0,21,2,1
2007/03/27,989.39,75,4.39,1,1,23,2,1
2007/01/12,999,5,5.5,1,0,30,1,1
2007/01/26,999,50,5.5,1,0,22,1,1
2007/05/01,962.76,75,5.86,1,0,22,2,1
2007/07/17,887.03,19,4.28,1,0,25,1,1
2007/09/26,640.93,1,4.28,1,0,15,2,1
2007/10/15,1047.53,5,5.89,4,0,21,2,1
2007/05/15,1437.56,800,6,1,0,25,1,1
2007/09/07,1260.03,64,5.96,1,0,16,1,1
2007/12/31,1091.16,44,4,1,0,22,2,1
2008/01/26,929.87,5,5.51,1,0,33,2,1
2007/03/25,1179,25,10,1,0,22,2,1
2007/04/23,859,50,8.5,1,0,22,2,1
2007/04/28,1428,100,10,1,0,0,2,1
2007/03/14,1179,50,10,1,0,32,1,1
2007/04/14,1179,25,15,1,0,24,2,1
2007/05/30,1179,50,10,1,0,25,2,1
2007/06/05,979,40,8.5,1,0,33,2,1
2007/07/25,1029,30,9,1,0,28,2,1
2007/03/05,469,26,5,1,1,21,2,1
2007/04/02,739,50,2,1,1,23,2,1
2007/05/09,874,75,4,1,0,28,2,1
2007/07/07,349,20,3,1,2,22,1,1
2007/01/25,1226.16,44,5.72,1,0,33,2,1
2007/02/05,1226.16,50,2.86,1,0,29,1,1
2007/02/15,893.36,50,2.86,1,0,23,1,1
2007/04/24,1152.32,60,5.72,1,1,3,2,1
2007/09/12,345.72,28,28,1,0,24,2,1
2007/09/20,345.72,30,28,1,0,20,1,1
2007/11/29,474.82,40,4,1,1,27,1,1
2007/06/16,979,5,5.5,1,1,22,1,1
2007/10/28,1428,75,5.5,1,0,20,1,1
2007/04/04,1699.22,125,2.96,1,0,24,1,1
2007/05/13,1270.38,25,5.93,1,0,21,2,1
2007/02/20,1179,50,15,1,0,37,1,1
2007/02/26,1718,100,8.5,1,0,29,1,1
2007/03/31,943,75,10,1,0,30,2,1
2007/01/27,599,26,5.5,1,0,22,1,1
2007/02/03,599,25,5.5,1,0,23,2,1
2007/02/20,1248,100,2.75,1,0,22,2,1
2007/02/25,859,33,5.5,1,0,32,1,1
2007/06/03,1079,100,10,1,0,30,1,1
2007/08/01,979,50,9,1,0,26,2,1
2007/08/27,829,25,7,1,0,35,2,1
2007/05/12,859,35,5.5,1,0,22,1,1
2007/05/15,859,35,5.5,1,0,25,1,1
2007/05/01,1485.12,75,5.72,1,0,21,1,1
2007/03/20,966.16,250,1.42,1,2,21,1,1
2007/04/28,914.16,250,2.86,1,0,25,2,1
2007/05/07,1018.16,39,5.72,1,0,20,1,1
2007/05/14,1148.16,75,5.72,1,0,35,1,1
2007/02/28,859,35,5.5,1, ,39,1,1
2007/04/10,929,50,2.75,1,0,27,1,1
2007/04/10,1079,100,2.75,1,0,23,1,1
2007/04/17,840.29,50,14,1,0,25,2,1
2007/04/17,840.29,50,14,1,0,23,2,1
2007/05/19,733.79,100,8.5,1,0,24,1,1
2007/05/29,584.69,25,29,1,0,22,1,1
2007/09/27,840.29,1,17,1,0,0,2,1
2007/06/03,1116.77,150,5.69,1,0,31,1,1
2007/08/04,1838.16,100,4.14,1,0,44,2,1
2007/08/14,1065.02,25,4.14,1,0,23,2,1
2007/08/14,1065.02,25,4.14,1,0,0,1,1
2007/09/04,1013.27,39,5.69,1,0,35,2,1
2007/02/14,1179,5,5.5,1,0,21,1,1
2007/04/21,699,30,5.5,1,0,22,2,1
2007/05/06,649,50,5.5,1,0,41,1,1
2007/05/15,1164,64,5.5,1,0,24,2,1
2007/07/08,709,20,4,1,1,34,1,1
2007/08/12,829,20,4,1, ,22,1,1
2008/02/04,1038,50,6,1,0,24,1,1
2008/03/30,949,50,6,1,1,23,2,1
2007/04/26,1199.56,50,11,1,0,21,2,1
2007/05/22,636.44,25,5.85,1,0,33,2,1
2007/05/24,636.44,5,5.85,1,0,38,2,1
2007/09/15,636.44,1,4.25,1,1,4,2,1
2007/05/30,1179,5,5.5,1,3,23,2,1
2007/05/18,599,26,8.5,1,0,22,1,1
2007/03/05,1018.16,50,5.72,1,1,24,2,1
2007/08/09,958,50,4,1,1,23,1,1
2007/08/12,1029,19,4,1,1,21,1,1
2007/08/26,449,20,4,1,0,25,1,1
2007/10/03,1179,50,5.5,1,0,31,1,1
2007/03/06,999,60,5.5,1,0,30,1,1
2007/03/12,999,5,5.5,1,0,25,2,1
2007/04/09,599,30,5.5,1,0,23,2,1
2007/05/18,999,5,5.5,1,0,30,1,1
2007/06/23,859,5,22,1,0,28,1,1
2007/08/11,709,28,4,1,3,31,1,1
2007/02/23,1226.16,50,2.86,1,1,30,1,1
2007/04/20,2244.32,200,2.86,1,0,32,2,1
2007/05/22,1174.16,50,5.72,1,0,25,2,1
2007/03/18,1059.77,40,5.96,1,0,29,1,1
2007/05/05,1129,50,5.5,1,0,21,2,1
2007/06/19,929,50,5.5,1,0,24,2,1
2007/07/04,1178,100,4,1,0,3,1,1
2007/07/02,1079,50,5.5,1,0,22,2,1
2007/07/17,859,50,5.5,1,1,21,1,1
2007/07/30,449,20,5.5,1,0,28,1,1
2007/09/17,979,1,5.5,1,3,35,2,1
2007/09/20,699,1,5.5,1, ,22,2,1
2007/10/31,1129,50,11,1,0,21,1,1
2007/11/02,979,20,5.5,1,0,27,2,1
2007/07/19,486.04,19,4.33,1,0,30,1,1
2007/10/15,2119.54,10,5.96,1,0,30,1,1
2007/06/19,1129,50,5.5,1,1,26,2,1
2007/08/19,1029,20,4,1,1,21,2,1
2007/03/07,979,25,5.5,1,1,24,2,1
2007/02/28,859,5,5.5,1,0,46,1,1
2007/04/01,1222.14,50,2.98,1,0,45,1,1
2007/05/07,929.87,35,5.96,1,0,22,1,1
2007/05/07,1592.66,100,5.96,1,0,24,2,1
2007/06/10,929.87,5,5.96,1,0,23,2,1
2007/03/18,859,10,5.5,1,0,26,1,1
2007/07/16,486.04,25,4.33,1,0,23,2,1
2007/04/28,999,40,5.5,1,0,32,2,1
2007/03/13,1174.16,150,2.86,1,2,30,2,1
2007/04/11,966.16,50,2.86,1,0,34,2,1
2007/04/12,914.16,100,2.86,1,1,54,1,1
2007/05/11,841.36,50,5.72,1,0,26,2,1
2007/02/09,599,5,5.5,1,0,22,1,1
2007/02/26,1357,100,2.75,1,0,44,1,1
2007/03/02,859,34,5.5,1,0,29,1,1
2007/03/06,859,5,5.5,1,0,22,1,1
2007/03/15,599,26,5.5,1,0,24,1,1
2007/06/17,518.34,5,5.84,1,0,20,2,1
2007/10/30,718,44,2.75,1,0,0,2,1
2008/07/18,619,27,6,3,0,32,2,1
2008/11/05,899,25,8,3,0,37,2,1
2007/05/28,1159.45,80,5.81,1,0,23,1,1
2007/05/10,1718,10,12,1,0,0,1,1
2007/06/20,599,25,8.5,1,0,40,1,1
2007/10/24,539,25,5,1,0,29,2,1
2007/02/10,1179,46,5.5,1,0,27,1,1
2007/05/22,940.53,100,5.89,1,0,26,1,1
2007/05/25,1420.96,125,2.95,1,0,44,2,1
2007/06/13,1261.53,40,5.89,1,1,34,1,1
2007/07/05,1367.46,44,4.28,1,1,3,2,1
2007/04/07,1174.16,50,2.86,1,1,34,1,1
2007/07/08,979,25,5.5,1,1,21,2,1
2007/07/17,878.74,100,4,1,0,33,1,1
2007/05/10,584.69,100,12.5,1,0,32,1,1
2007/02/11,1248,75,2.75,1,0,26,2,1
2007/02/17,999,5,5.5,1,0,33,2,1
2007/02/19,1248,75,2.75,1,0,26,2,1
2007/02/25,999,50,2.75,1,0,32,1,1
2007/03/17,999,5,5.5,1,0,22,1,1
2007/04/07,859,35,5.5,1,0,27,2,1
2007/04/17,899,100,2.75,1,0,32,1,1
2007/09/30,634.94,1,4.24,1,1,27,2,1
2007/05/04,1328,200,5.5,1,0,24,2,1
2007/05/09,1179,50,5.5,1,0,28,2,1
2007/06/25,1428,30,5.5,1,1,39,2,1
2007/04/29,910.54,39,5.83,1,0,55,1,1
2007/05/16,1301.68,200,5.83,1,0,24,2,1
2007/06/10,634.94,30,5.83,1,1,20,1,1
2007/07/08,984.74,100,4.24,1,1,27,1,1
2007/08/07,1113.89,19,4.33,1,0,20,1,1
2007/10/08,1059.77,30,5.96,1,0,22,2,1
2007/10/09,929.87,5,5.96,1,0,31,2,1
2007/05/08,1179,0,15,1,0,25,1,1
2007/06/16,1119,60,10,1,0,23,2,1
2007/06/17,345.72,5,28,1,0,21,1,1
2007/11/03,417.96,19,24,1,0,20,1,1
2007/12/02,465.43,50,10.5,1,0,21,1,1
2007/07/25,799,19,3,1, ,34,2,1
2007/07/28,699,100,11,1,0,25,1,1
2007/09/15,539,1,3,1,1,4,2,1
2007/09/16,949,20,4,1,0,26,2,1
2007/09/30,539,25,3,1,1,22,1,1
2007/08/20,1626.26,69,4.26,1,3,31,1,1
2007/11/18,1466.51,200,4,1,3,20,1,1
2007/12/16,2103.38,125,4,1,1,21,1,1
2007/04/17,899,150,2.75,1,0,40,1,1
2007/06/15,1468.95,55,5.96,1,0,51,2,1
2007/09/03,929.87,35,5.96,1,0,24,1,1
2007/05/19,1079,150,15,1,0,26,1,1
2007/04/23,859,35,8.5,1,0,21,2,1
2007/06/15,1129,50,10,1,0,23,1,1
2007/03/08,373.43,75,17.12,1,0,23,2,1
2007/04/12,459.03,40,40.66,1,0,34,1,1
2007/04/17,587.43,52,29.43,1,0,34,2,1
2007/04/26,480.43,160.43,13.75,1,0,42,1,1
2007/04/30,1836.12,160,40.66,1,0,22,2,1
2007/05/28,859,35,5.5,1,0,20,2,1
2007/07/01,999,20,4,1,0,23,1,1
2007/03/07,599,25,5.5,1,0,19,1,1
2007/03/25,599,25,5.5,1,0,33,2,1
2008/02/18,726.96,25,6,1,1,24,2,1
2007/04/28,1577,100,11,1,0,37,1,1
2007/04/29,1129,50,11,1,0,23,1,1
2007/12/16,465.43,51,21,1,0,23,1,1
2007/06/24,979,5,5.5,1,1,25,1,1
2007/06/24,699,5,5.5,1,0,21,1,1
2007/09/06,1179,25,5.5,1,0,26,1,1
2007/08/11,799,20,3,1,0,24,1,1
2007/06/05,599,25,2.75,1,0,23,1,1
2007/10/22,2358,10,5.5,1,0,21,2,1
2007/05/05,966.16,50,5.72,1,0,25,1,1
2007/05/07,914.16,150,5.72,1,0,28,2,1
2007/07/08,449,25,4,1,3,28,2,1
2007/08/17,1418,56,4,1,1,25,1,1
2007/08/20,1029,19,4,1,1,21,1,1
2007/09/29,979,39,5.5,1,3,23,1,1
2007/05/16,599,26,5.5,1,0,32,1,1
2007/05/28,599,5,5.5,1,0,26,1,1
2007/12/30,489,20,4,1,1,16,2,1
2007/10/22,998,150,11,1,0,25,2,1
2008/02/26,734,75,20,5,0,32,1,1
2007/07/23,1517.26,44,4.28,1,1,4,2,1
2007/09/25,1047.53,1,5.89,5,0,26,2,1
2008/10/13,1398,50,8,3,3,30,2,1
2007/03/12,599,25,5.5,1,0,30,1,1
2007/03/15,599,25,5.5,1,0,36,1,1
2007/03/27,759,100,4.12,1,0,32,1,1
2007/05/20,1079,100,5.5,1,0,33,2,1
2007/12/07,362.23,51,21,1,0,40,2,1
2008/02/24,1164.66,40,6.36,1,0,21,2,1
2007/06/30,1005.64,50,5.96,1,0,27,1,1
2007/08/19,1085.75,75,17,1,0,26,1,1
2007/08/21,843.27,50,17,4,0,22,1,1
2007/05/07,999,5,5.5,1,0,40,1,1
2007/05/18,859,50,5.5,1,0,36,2,1
2007/06/20,999,5,5.5,1,0,26,2,1
2008/03/05,619,25,8.5,1,2,24,1,1
2008/03/13,899,36,8.5,1,0,21,1,1
2007/04/01,1485.12,100,2.86,1,0,28,1,1
2007/04/22,1174.16,50,2.86,1,1,29,1,1
2007/08/27,709,19,4,1,0,25,1,1
2007/06/11,1229,20,8,1,0,43,1,1
2007/08/09,449,20,5.5,1,1,33,2,1
2007/08/26,449,20,5.5,1,0,27,1,1
2007/09/16,1403,75,8,1,0,4,1,1
2007/12/11,929,50,4,1,0,24,2,1
2008/04/01,909,25,6,1,0,26,2,1
2008/04/04,1279,50,6,1,0,29,1,1
2008/09/15,1258,50,8,3,1,29,1,1
2007/06/11,861.59,50,5.86,1,1,38,2,1
2007/09/22,1201.32,150,5.86,1,0,3,2,1
2007/09/23,914.84,35,5.86,1,1,24,2,1
2007/10/30,1239.66,64,5.86,1,0,25,2,1
2007/11/08,648.59,100,4.26,1,3,63,2,1
2008/02/06,1229,48,10.25,1,0,28,1,1
2008/02/17,659.24,25,6,1,0,20,2,1
2007/07/10,829,20,4,1,1,30,2,1
2007/07/28,449,19,4,5, ,27,1,1
2007/05/29,979,40,5.5,1,0,21,2,1
2007/06/20,699,11,5.5,1,0,23,2,1
2007/09/29,699,25,5.5,1,0,26,1,1
2007/10/06,1228,30,5.5,1,0,52,1,1
2007/09/16,829,50,8,1,2,44,1,1
2007/05/30,979,5,5.5,1,0,21,1,1
2007/09/04,449,20,4,1,3,46,2,1
2007/07/26,1254.57,100,11,1,0,24,1,1
2007/07/17,849,19,4,1,0,28,2,1
2007/03/27,899,150,2.75,1,0,23,1,1
2007/04/22,809,50,2.75,1,0,28,1,1
2007/06/28,948,51,5.5,1,0,42,2,1
2007/07/21,449,20,4,1,0,34,1,1
2007/08/05,1102.53,50,4.29,1,0,30,2,1
2007/03/31,1048,35,5.5,1,0,22,2,1
2007/04/17,599,25,5.5,1,0,21,1,1
2007/04/30,469,19,2.75,1,0,21,1,1
2007/06/07,459.03,60,40.66,1,0,21,2,1
2007/05/30,1179,25,15,1,0,37,2,1
2007/07/09,1029,19,9,1,0,32,1,1
2007/07/25,703.99,19,7,1,0,28,2,1
2007/05/22,1328,100,5.5,1,0,40,2,1
2007/05/22,1328,100,5.5,1,0,4,2,1
2007/08/25,449,38,4,5,1,24,2,1
2007/06/27,1168.96,55,5.72,1,1,23,2,1
2007/09/15,622.96,25,4.16,1,1,22,1,1
2007/09/19,1122.16,100,5.72,4,1,37,1,1
2007/09/24,893.36,35,5.72,1,0,26,2,1
2007/06/28,987.06,50,5.84,1,0,28,2,1
2007/07/11,753.31,19,4.25,1,0,26,1,1
2007/08/10,753.31,20,4.25,1,0,23,1,1
2007/09/15,933.94,150,5.84,1,0,22,1,1
2007/07/06,751.54,25,4.24,1,1,23,1,1
2007/08/02,475.94,38,4.24,1,1,38,1,1
2007/07/04,993.69,50,4.06,1,0,26,2,1
2007/08/01,719.64,20,4.06,1,0,37,1,1
2007/09/05,607.99,25,4.06,1,0,34,1,1
2007/05/09,599,5,5.5,1,0,26,1,1
2007/06/12,599,25,2.75,1,0,29,1,1
2007/07/24,1029,19,4,1,1,20,2,1
2007/07/31,1527,69,4,1,1,27,2,1
2007/10/05,699,25,5.5,1,1,20,1,1
2007/06/18,979,5,5.5,1,1,23,2,1
2007/07/14,1107,100,4,4,0,16,1,1
2007/07/21,829,20,4,1,0,22,2,1
2007/08/13,449,39,4,1,1,32,2,1
2007/05/25,949,46,4,1,0,24,1,1
2007/07/28,1377.05,125,11,1,0,0,2,1
2007/07/12,584.69,34.08,26,1,0,25,1,1
2007/09/23,1328,100,5.5,1,1,23,1,1
2007/10/10,979,39,5.5,1,0,26,1,1
2007/12/05,484.55,25,4.32,1,0,29,1,1
2007/06/24,1378,50,11,1,0,26,1,1
2007/08/15,729,100,14,1,0,22,1,1
2007/09/04,1228,50,5.5,5,0,23,1,1
2007/12/02,1129,50,11,1,0,24,1,1
2007/12/23,489,150,4,1,0,0,2,1
2007/06/07,989.39,50,5.86,1,1,34,2,1
2007/06/24,1202.39,50,11,1,0,35,1,1
2007/06/26,936.14,100,8.5,1,0,31,1,1
2007/07/07,1029,20,4,1,0,38,2,1
2007/09/02,729,100,7,1,0,24,1,1
2007/09/25,1037.74,1,5.83,1,1,22,2,1
2007/09/26,1174.48,75,5.83,1,0,24,1,1
2007/10/01,910.54,5,5.83,1,4,41,1,1
2007/11/07,475.94,20,4.24,1,0,43,2,1
2008/01/14,1037.74,5,5.5,1,3,21,2,1
2008/02/03,1692.82,125,14,1,0,31,2,1
2007/09/09,1154,75,8,1,2,27,2,1
2007/10/20,1403,75,11,1,0,3,2,1
2008/01/09,1758,50,8,1,1,23,2,1
2007/06/08,1826,225,5.5,1,0,43,1,1
2007/08/07,779,50,4,1,1,23,2,1
2007/05/27,489,50,8.5,1,0,21,1,1
2007/06/12,979,5,8.5,1,0,33,2,1
2007/07/11,1108.75,20,4.31,1,0,25,2,1
2007/05/20,599,5,5.5,1,0,41,2,1
2007/08/06,763.95,50,4.31,1,0,33,1,1
2007/05/16,599,25,5.5,1,0,29,2,1
2007/05/21,949,50,5.5,1,0,30,2,1
2007/05/21,999,100,5.5,1,0,32,1,1
2008/01/20,453.67,35,4,1,4,20,1,1
2007/07/14,849,20,4,1,0,29,1,1
2007/06/11,1490.6,100,5.96,1,0,20,1,1
2007/07/11,767.49,20,4.33,1,0,20,1,1
2007/08/02,486.04,20,4.33,1,0,23,2,1
2007/12/12,1098,100,3,1,0,28,1,1
2007/08/19,905.03,50,17,1,0,40,1,1
2007/06/09,1179,5,5.5,1,0,22,1,1
2007/07/19,958.99,25,5,1,0,35,1,1
2007/08/10,649,50,5,1,0,38,1,1
2007/09/18,1577,100,5.5,5,0,33,1,1
2007/05/15,549,50,5.5,1,0,39,2,1
2007/05/25,599,5,5.5,1,0,34,2,1
2007/07/03,1113.89,39,4.33,1,0,27,2,1
2007/08/26,897.39,19,4.33,4,0,35,2,1
2007/09/06,1005.64,50,5.95,1,0,19,2,1
2007/10/29,1005.64,50,5.96,1,0,39,2,1
2007/11/25,1059.77,40,4.33,1,0,46,1,1
2007/06/02,1058,100,5.5,1,0,18,2,1
2007/07/08,449,33,4,1,0,29,2,1
2007/08/29,1143.47,50,5.5,1,0,21,2,1
2008/05/26,1333.17,50,5,1,0,26,2,1
2008/06/05,1249.44,65,5.64,3,0,23,2,1
2007/07/03,949,50,4,1,0,24,1,1
2007/07/11,659,50,4,1,0,18,2,1
2007/08/12,449,19,4,1,0,33,1,1
2007/07/11,1029,20,4,1,1,27,1,1
2007/09/05,979,40,5.5,1,1,24,2,1
2007/06/13,591.08,15.98,2,1,0,23,1,1
2007/07/09,475.94,25,4.24,1,1,27,2,1
2007/07/22,1354.68,51,4.24,1,1,25,2,1
2007/09/06,857.54,50,5.83,1,0,3,2,1
2007/09/19,634.94,25,4.24,1,1,34,2,1
