id,age,educ,polviews,spanking,gender
454,88,11,6, ,0
2279,89,8,4,1,1
775,46,11,4, ,1
1785,31,15,5,4,0
1913,62,7, , ,0
1790,62,7,5,1,0
278,76,9,2,2,1
1662,62,10,3,2,1
2634,48,11,4,2,1
2241,33,15,4, ,0
1303,77,12, , ,0
709,36,9, , ,0
2903,36,9,4, ,0
1573,50,11,4,2,1
997,40,16,3, ,1
516,40,16,3, ,1
2890,40,16,3, ,1
2092,40,16,4,3,1
1740,40,16,4,1,1
605,40,16,6,3,1
1929,40,16,4,3,1
177,64,13,4, ,0
400,65,10, , ,1
1691,80,9,6,2,1
1699,65,13,4, ,0
2429,66,13,4,1,0
1083,67,10,6, ,1
1019,54,8,6, ,0
2722,54,8,4, ,0
435,39,15,5,2,0
2102,68,13,4, ,0
1989,27,13,3,3,1
1346,84,12,4, ,0
1652,85,9, ,2,1
2690,71,10, ,2,1
1306,42,15,5, ,0
2387,72,10,3,2,1
1196,58,11,4, ,1
1265,87,9,6, ,1
1136,58,14,3,1,0
392,87,12,4, ,0
2215,88,9,7,4,1
1860,44,15,6,1,0
1680,74,10,4,1,1
773,59,14,3,2,0
1437,60,11,5,2,1
427,88,12,4, ,0
1022,89,9,3,2,1
697,62,8,5,3,0
559,62,8, ,1,0
2486,46,15,4, ,0
2708,62,11,5,1,1
2775,77,10,4, ,1
2549,21,11,3,1,0
2285,21,11,1,1,0
1942,35,13,6,1,1
2458,21,14,6, ,1
2695,37,10,7,2,0
1655,37,10,3, ,0
2002,50,15,2,1,0
686,79,13,4,2,0
659,65,14,7,1,0
73,81,10,4, ,1
2099,24,11, ,2,0
2559,24,11,2, ,0
1623,66,14,7,1,0
1750,39,10,5,1,0
1871,39,10,4,3,0
1212,68,8,4,1,0
1310,68,8,4,2,0
404,68,11,3, ,1
2365,41,10,6, ,0
1027,41,10,6, ,0
2687,69,14,4,2,0
2214,55,15,2, ,0
2506,72,5, , ,1
1724,72,5,2,1,1
2503,57,9,5,2,0
2300,57,9,6,2,0
474,85,13,4, ,0
2302,86,10,5,1,1
1690,86,13,7, ,0
2312,72,14,4,2,0
2137,58,15,6, ,0
60,31,11,6, ,0
1461,31,11,4,3,0
2147,45,13,4,2,1
2603,73,14,4,3,0
462,59,15,6,2,0
1548,89,13,2,3,0
2138,75,14,6,1,0
2436,61,15,4, ,0
208,34,11,7, ,0
2707,34,11,4,1,0
1738,63,9,4,1,0
2664,63,9,5,1,0
1716,77,14,6,2,0
2038,78,11,3,2,1
2357,21,15,5, ,1
555,79,11,6,2,1
2107,64,15,3,1,0
2508,80,8,6, ,0
1115,80,8,4, ,0
2409,79,14,6,1,0
2774,51,16,5, ,0
452,39,11,4, ,0
2855,39,11,3,1,0
2535,82,11,4, ,1
692,54,13,4,2,1
2238,55,13,4,2,1
882,26,15,6, ,1
2827,69,15,4,2,0
1389,26,18,6,2,0
811,27,15,3, ,1
421,70,15,4, ,0
445,57,10,4, ,0
1435,57,10,2, ,0
2605,56,16,4,2,0
173,43,11,4,1,0
1512,43,11,4, ,0
68,73,6,4,1,1
2688,73,6,2,1,1
1293,30,9,3,3,1
2553,30,9, , ,1
2168,29,15,2,3,1
495,86,14,6, ,0
2171,44,11, ,2,0
2702,44,11,4, ,0
2413,59,13,5, ,1
1718,60,13,4, ,1
1405,31,15,4, ,1
207,60,16,6,2,0
640,31,18,3, ,0
2445,31,16,5,4,1
2382,31,16,3, ,1
689,31,16,4,3,1
489,31,16,2,3,1
181,31,16,4,3,1
374,31,16,4,3,1
2502,31,16,5, ,1
591,32,18,6,2,0
2556,42,8,6,1,0
2340,42,8,2,2,0
531,42,8,4,1,0
1394,34,15,4, ,1
2252,63,13,5,1,1
1882,49,11,4,1,0
1160,49,11,4,2,0
2280,50,11,2,2,0
1194,50,11,6, ,0
1245,79,12, ,2,1
752,65,13,4, ,1
2167,22,13,4,2,0
789,22,13,5,1,0
2322,50,17,6, ,0
1839,79,15, , ,0
741,65,16,6,1,0
2726,52,11,1,2,0
1199,52,11,6,1,0
96,80,15,6,2,0
1518,67,13,5, ,1
2040,24,13,4, ,0
598,24,13,4, ,0
219,39,15,4,3,1
425,67,16,4,3,0
184,68,16,3,3,0
693,54,17,5,2,0
908,26,13,5,2,0
2236,26,13,3,2,0
766,25,19,6, ,0
45,20,10,4,3,0
667,20,10,5, ,0
429,20,10,3,4,0
1444,85,12,4,2,1
2229,87,12,6,4,1
874,44,15,2,4,1
1305,44,12,4, ,0
866,44,12,4, ,0
2608,72,16, ,2,0
956,73,13,4,3,1
1231,58,17,4,2,0
2815,59,14,4,1,1
2791,29,19,3,2,0
1351,28,16,3,3,1
650,28,16,6, ,1
235,28,16,3, ,1
2442,28,16,6,1,1
2021,28,16,4, ,1
1284,28,16,4, ,1
1822,28,16,5,2,1
262,59,17,5,2,0
2319,60,14,4,2,1
2211,45,18,5,2,0
264,75,13,6, ,1
943,46,18,4,2,0
496,76,13,4, ,1
195,62,14,2, ,1
2820,48,15,2,1,1
1705,77,13,4,3,1
2077,45,18,5, ,1
1269,45,18,5, ,1
2126,45,18,2,3,1
223,45,18,2,2,1
706,45,18,3,1,1
1869,20,11,4, ,1
550,20,11,4,3,1
748,62,17, , ,0
2095,33,19,5,2,0
1099,35,10,5,2,1
2042,35,10,4,1,1
436,49,15,4,2,1
2185,21,11,4, ,1
493,21,11,4,4,1
1103,63,17,4,1,0
1325,64,14,5,2,1
274,35,13,6,1,0
285,35,13,5, ,0
2560,36,10,1,1,1
2061,36,10,5,2,1
1357,49,18, ,4,0
2828,78,16,4, ,0
1908,22,11,2,1,1
1688,22,11,7, ,1
1250,35,19,6,2,0
919,50,18,5, ,0
1108,79,16,2,2,0
2454,52,15,2,2,1
1062,23,17,2, ,1
361,24,11,4, ,1
653,24,11,4,1,1
1975,39,10,5, ,1
2465,39,10,4,1,1
1545,52,18,1,3,0
594,53,15,5,2,1
1235,25,11,7, ,1
1102,25,11,7,4,1
420,53,18,2,2,0
469,83,13,3, ,1
2705,68,17,4,1,0
1053,26,17,5,2,1
494,84,10,3,2,0
2686,84,10,2,2,0
2450,20,11,4,1,0
1302,20,11,4, ,0
2244,20,11,4,3,0
850,26,20,2,3,0
1522,85,13,5,2,1
121,71,14,4, ,1
59,42,13,2,4,0
419,42,13,4, ,0
2083,43,10,6,2,1
152,43,10,4,2,1
2698,29,11, ,1,1
1178,29,11,1,3,1
1520,72,14,4,2,1
733,57,18,5,4,0
2736,44,10,2,1,1
76,44,10, ,2,1
1746,87,13,5,2,1
637,30,11,3, ,1
244,30,11,6, ,1
1625,73,14,6,2,1
780,29,20,3, ,0
1728,74,8,7, ,1
793,74,8,6,2,1
323,88,13,6,3,1
1380,44,19,2, ,0
2680,74,14,5,2,1
2542,64,12,3,2,1
1888,64,12,6,1,1
1457,64,12,4,2,1
1830,64,12,4,2,1
1239,64,12,4,1,1
170,64,12,5, ,1
1801,64,12,3,3,1
1730,64,12,2,1,1
1495,45,13,4,1,0
1338,45,13,5,2,0
2202,30,20,1,3,0
1587,74,17,6, ,0
1811,60,18,4,2,0
526,31,20,3,2,0
2581,76,8,5, ,1
1681,76,8,6,1,1
1923,46,19,2,2,0
1945,76,14,3,4,1
508,62,9,5,2,1
533,62,9,5, ,1
711,62,15,3, ,1
1192,77,11,4, ,0
1324,77,11,4,1,0
2463,34,14,6, ,0
2831,34,14,2,4,0
2564,78,8,4, ,1
796,78,8,6, ,1
1197,64,15,5,2,1
2292,78,11,6,1,0
2750,78,11,4,2,0
1946,49,19,3,2,0
272,79,14,4,2,1
1255,65,15,3,2,1
1613,51,10, ,2,1
75,51,10, , ,1
1971,30,11,3, ,0
1446,30,11,4, ,0
2423,30,11,5,1,0
651,65,18,7,1,0
922,36,20,2,3,0
1155,45,10, , ,0
2546,45,10, ,1,0
2210,45,10,1, ,0
2386,51,19,5,3,0
1390,23,18,4,4,1
2392,67,15,6,2,1
178,37,20,4,4,0
1675,24,18,4, ,1
295,82,8,2,1,1
1073,82,8, ,2,1
211,39,17,2, ,1
1460,67,18,4, ,0
1600,53,13,4, ,0
1579,53,13,5, ,0
2314,39,14,4,2,0
2738,39,14,4,1,0
1185,25,18,3,4,1
2245,83,14,4,2,1
2610,40,17,2,2,1
2332,54,13,4, ,0
2182,54,13,6,1,0
143,32,12,3, ,1
782,32,12,4, ,1
85,32,12,5, ,1
2233,32,12,4,2,1
929,32,12, ,3,1
345,32,12,4, ,1
1742,32,12,6, ,1
1780,32,12, ,2,1
788,32,12,6,1,1
64,32,12, ,3,1
144,55,10,5,3,1
800,55,10,3,2,1
2327,55,16,4,3,1
1647,26,18,2,4,1
1533,69,12,6,1,0
1326,69,12,6,2,0
1737,70,9,2,1,1
1537,70,9,4, ,1
970,42,16,4,3,1
1434,42,16,6,2,1
732,42,16,5,2,1
1388,42,16,4,2,1
29,42,16,4,4,1
679,42,16,4, ,1
702,55,19,4,1,0
25,42,11,2,2,1
1508,42,11,5, ,1
1627,41,20,6,1,0
539,56,19,2,3,0
1826,86,8, ,1,1
2334,86,8,3,2,1
1015,72,15,4,3,1
1778,29,18,3,2,1
683,87,14,5,4,1
2504,44,11,6,2,1
1667,44,11,2,1,1
1072,29,15,5,3,0
620,29,15,3,2,0
1152,88,14,6,2,1
423,45,17,4,4,1
2671,74,15,4,1,1
2250,73,18,2,1,0
221,59,13,4, ,0
857,59,13,4,2,0
592,31,18,4,2,1
52,32,18,4, ,1
1280,46,20,4,3,0
2301,47,14,4, ,0
297,47,14,2, ,0
2491,76,12,4,2,0
950,76,12,5, ,0
1800,19,13,4,3,1
428,19,13,2,2,1
1759,30,14,5, ,1
1843,30,14,3,1,1
713,30,14,3,2,1
787,30,14,3,2,1
2526,30,14,4,1,1
2665,30,14,6,2,1
2316,30,14,1, ,1
1564,30,14,3,2,1
1783,34,18,2,2,1
2483,63,13,6,1,0
484,63,13,2,2,0
1595,64,16,6,1,1
1360,50,17,2, ,1
155,78,12,3,1,0
938,78,12,4,1,0
6,51,17,4,1,1
870,50,20,6,2,0
2467,79,12,2,2,0
1,79,12,3, ,0
715,79,18,7,2,0
2494,66,10, , ,1
2157,66,10, ,2,1
1664,80,18,4, ,0
1244,80,12,4, ,0
1443,80,12, ,1,0
2862,37,15,1, ,0
1450,37,15,6, ,0
266,52,14,4, ,0
1043,52,14,3, ,0
2672,52,20,7,1,0
803,82,15,3,2,1
114,38,15,4, ,0
861,38,15,5,2,0
1458,67,13,5,3,0
2130,67,13,5,3,0
1347,89,8, , ,0
2858,89,8,4, ,0
2424,89,8,4, ,0
684,68,10,5,2,1
527,68,10,4,3,1
2550,53,14,4, ,0
726,53,14,5,1,0
2067,32,12,4, ,0
1510,32,12,4,1,0
157,32,12,4,3,0
928,54,11,6, ,1
2780,54,11,2,2,1
2393,82,12,4, ,0
1912,82,12,4, ,0
359,69,10,4, ,1
1124,69,10,4,4,1
109,25,16,4, ,0
2886,25,16,5,3,0
1789,26,13,5, ,1
82,26,13,1,2,1
309,83,12,4, ,0
1475,83,12,4,2,0
2379,70,10,6,3,1
481,70,10,5,1,1
2023,56,17,6, ,1
442,55,20,4, ,0
2439,20,13,5,2,0
1621,20,13, ,2,0
897,20,13,4,3,0
1896,56,20,1,4,0
1283,28,19,5,3,1
1402,71,13,4,2,0
2141,71,13,2,3,0
1150,21,13,1,4,0
1957,21,13,4, ,0
2030,21,13,2,2,0
1359,57,20,1,4,0
1569,29,19,3,2,1
1432,57,14,5,1,0
2832,57,14,5,2,0
2242,87,15,4,3,1
644,44,18,5,1,1
2398,43,15,4,4,0
1133,43,15,5, ,0
2076,48,17,6,2,1
868,48,17,5,2,1
2870,48,17,4,2,1
2183,48,17,4,2,1
983,48,17,2, ,1
1702,74,12,6,3,1
1263,74,12,7,2,1
1892,74,12,3,2,1
2746,74,12,6,2,1
1031,74,12,4,2,1
2854,74,12,6,3,1
1575,74,12,6, ,1
2539,59,17,7, ,1
1986,38,9,4, ,1
2748,38,9,5, ,1
1614,38,9,4, ,1
1294,60,17,5, ,1
2089,31,19,3,2,1
2192,59,20,2,2,0
1109,89,15,5, ,1
2764,75,16,5, ,1
867,60,20,6,2,0
2876,47,18,4,2,1
412,26,10,2, ,1
932,26,10,5,2,1
2011,26,10,6,1,1
2668,76,10,4, ,1
2464,76,10,4,1,1
1430,61,14,4, ,0
41,61,14,4,2,0
2289,77,16, ,4,1
2260,42,9,3, ,1
1868,42,9, , ,1
1123,42,9,4,3,1
1362,64,17,3, ,1
2153,35,19,4,2,1
2180,25,12,5,2,1
112,25,12,4, ,1
1321,25,12,2,2,1
2264,25,12,6,2,1
2767,25,12,4, ,1
1629,25,12,6,1,1
2652,25,12,4,2,1
2721,25,12,4,2,1
2374,25,12,4, ,1
661,25,12, ,1,1
367,54,12,4,3,1
2498,54,12,5,1,1
2777,54,12,5,2,1
2019,54,12,4,1,1
402,54,12,4, ,1
822,54,12,2, ,1
2394,54,12,5, ,1
2582,54,12,6,1,1
2658,65,8,6, ,0
1960,65,8,3,3,0
2732,65,8,4,1,0
1752,65,8,3,2,0
1122,79,10,1,2,1
1910,79,10,4,2,1
2676,51,18,4, ,1
842,72,10,6, ,0
1374,72,10,4,2,0
703,72,10,2,1,0
11,37,19,2, ,1
575,65,20,6,1,0
330,80,10,5, ,1
1181,80,10, ,3,1
723,66,11,5,3,1
1949,66,11,4,3,1
1893,82,16,4, ,1
984,34,16,6, ,1
613,34,16,2, ,1
2723,34,16,6,2,1
86,34,16,6,3,1
1768,34,16,7,2,1
1574,34,16,4,2,1
1851,52,15,5, ,0
1017,52,15,4,2,0
1683,39,13,5,2,1
2085,39,13,4, ,1
331,46,12,4, ,0
1452,46,12,4, ,0
1399,46,12,3,2,0
626,68,20,6,1,0
2525,33,10,4,2,1
1333,33,10,4,2,1
1214,33,10,5,2,1
1610,38,13,4,3,1
1232,38,13,4,2,1
2317,38,13,4,2,1
2373,38,13,4, ,1
1469,38,13,3,4,1
2062,38,13,6, ,1
1593,38,13,5, ,1
1304,38,13,4,4,1
43,55,18,4, ,1
577,68,14,4,1,0
1275,68,14,2, ,0
701,84,16,3, ,1
2020,55,12,4,4,1
2495,55,12,4,2,1
696,70,11,2,3,1
2624,70,11,5,2,1
2824,26,17,5,2,0
1289,26,17,3,2,0
450,44,19,4,2,1
977,28,17,1,3,0
1067,28,17,3, ,0
1216,29,14,5, ,1
840,29,14,6,2,1
324,36,13,5, ,0
1134,36,13,6,1,0
431,36,13,4,2,0
236,59,18,1,4,1
1466,44,13,3,3,1
1165,44,13,4,2,1
1014,30,20,3,4,1
2851,45,19,6, ,1
1591,74,17,2,2,1
492,37,13,6,2,0
2310,37,13,5, ,0
2173,37,13,2,1,0
2579,74,11,6,2,1
2718,74,11,6, ,1
918,74,20,2, ,0
1339,45,16,4,4,0
2088,45,16,2,3,0
682,89,10,5, ,1
2228,89,10,4,1,1
674,47,19,3, ,1
2131,60,15,4, ,0
1669,60,15,3,2,0
2437,31,17,5,2,0
1636,31,17,3,2,0
571,39,13,3,2,0
1464,39,13,6,1,0
669,39,13,6,1,0
1409,62,18,4,2,1
1396,48,19,2,3,1
501,77,17,2,2,1
197,32,17,3, ,0
2,32,17,1,1,0
1925,34,20,3, ,1
553,77,11,4, ,1
2054,77,11,4, ,1
1890,27,11,4,2,1
606,27,11,6,1,1
432,27,11,4, ,1
2351,33,17,4,2,0
1421,33,17,4,2,0
1666,41,13,4,2,0
2148,41,13,7, ,0
2006,41,13,5, ,0
2468,35,14,4,1,1
845,35,14,3,3,1
1406,78,20,4,2,0
1471,28,14,5,3,0
1602,28,14,4,2,0
563,28,14,1,2,0
381,35,17,4,2,0
2441,35,17,5, ,0
222,79,20,2,2,0
649,43,13, ,1,0
1140,43,13,4,3,0
98,43,13,4,2,0
1243,51,13,4, ,1
1854,51,13,4,3,1
1236,37,11,7,1,0
108,37,11,6,2,0
2150,37,11,3,2,0
2900,37,11,4,1,0
67,29,14,5,4,0
2898,29,14,2, ,0
839,29,14,4,2,0
130,45,10,6,1,1
347,45,10,6,1,1
2781,45,10,5,1,1
2217,52,13,3,2,1
1054,52,13,4,2,1
1247,59,12,4,2,0
725,59,12,5,2,0
1142,59,12,4, ,0
965,39,20,7, ,1
1169,48,12,4, ,1
2761,48,12, , ,1
664,48,12,2, ,1
2611,48,12,4, ,1
2068,48,12,2,2,1
507,48,12,2,2,1
1044,48,12,4, ,1
1818,48,12,7, ,1
2116,75,8,4, ,1
307,75,8,5,1,1
1909,75,8,7, ,1
229,38,17,5, ,0
341,38,17,6,2,0
31,40,20,2,4,1
2531,75,11,4,1,0
2867,75,11,2, ,0
1299,75,11,4,3,0
838,33,11,4, ,1
444,33,11,3,1,1
138,33,11,4,3,1
2257,83,11,2, ,1
1695,83,11,4, ,1
1410,41,20,2, ,1
1588,70,18,4,3,1
1036,34,11,6,2,1
1894,34,11,3,2,1
1970,34,11,4, ,1
579,42,20,2,4,1
764,55,16,6,2,0
754,55,16,4,3,0
643,43,20,3, ,1
1917,86,11,4,1,1
100,86,11,5,1,1
164,58,13,4,3,1
768,58,13, ,2,1
852,45,20,4, ,1
2016,73,12,5, ,1
2378,73,12,6,3,1
2372,30,12,3, ,0
1285,30,12,4, ,0
819,30,12,4,2,0
899,30,12,4,2,0
1358,88,20, ,2,0
1992,61,19,5,2,1
2000,23,15,4, ,0
148,23,15,4, ,0
2043,23,15,5, ,0
1440,24,15,2,4,0
2472,24,15,5,1,0
1528,24,15,2,1,0
826,19,11,5,2,0
2713,19,11,4,2,0
1198,19,11,4,2,0
1065,19,11,6,3,0
2839,19,11,4,2,0
2375,77,18,6,2,1
658,46,17,4,1,0
1916,46,17,3, ,0
2869,76,12,5,1,1
2381,76,12,4, ,1
676,47,17,5,2,0
804,47,17,6,2,0
1237,62,16,6,1,0
1672,62,16,1, ,0
691,48,17,3,3,0
2206,48,17,4,1,0
863,56,13,6,2,0
377,56,13,4, ,0
2677,56,13,4,4,0
1420,63,16,6, ,0
408,63,16,3,4,0
2345,34,18,1,2,0
1995,34,18,6,1,0
2476,50,14,4,2,1
1619,50,14,6,2,1
695,49,17,6,3,0
876,49,17, , ,0
2058,28,15,6, ,0
1927,28,15,5,1,0
78,28,15,5,2,0
777,64,16,6,3,0
2773,64,16,3, ,0
2084,35,18,6,1,0
1454,35,18,4, ,0
633,81,18,4,2,1
1118,67,19,3,4,1
1956,22,16,2,1,1
1568,22,16,6,2,1
904,53,20,2, ,1
1634,44,14,4, ,0
1259,44,14,3, ,0
1147,44,14,6,1,0
872,51,17,6,2,0
241,51,17,4,4,0
174,68,19,6,3,1
885,24,16,5,2,1
687,24,16,2,3,1
320,24,16,6,2,1
255,24,16,4, ,1
1472,24,16,6,1,1
888,24,16,2,1,1
1088,54,20,1,4,1
663,52,17,4, ,0
464,52,17,5,1,0
39,25,10,4, ,1
2735,25,10,4,2,1
2583,25,10,3,2,1
315,25,10,6, ,1
2620,82,12,7,1,1
681,82,12,3,4,1
2462,46,14,4, ,0
1337,46,14,7, ,0
2225,46,14,3, ,0
243,40,15,4, ,1
588,40,15,6,2,1
2160,32,15,4,1,0
340,32,15,4, ,0
1653,32,15,5, ,0
2073,31,14,4,2,1
140,31,14,4,2,1
1558,31,14,5, ,1
1748,31,14,7, ,1
2885,31,14,4, ,1
1030,31,14,4, ,1
1658,31,14,5, ,1
2716,40,18,4,1,0
617,40,18,4,2,0
220,48,16,3,2,1
522,48,16,3,3,1
2247,48,16,4, ,1
1177,48,16,3, ,1
2026,48,16,4,2,1
2051,58,20,5, ,1
17,34,15,3, ,0
1201,34,15,5, ,0
917,34,15,5, ,0
1547,70,16,3, ,0
519,70,16,5, ,0
1277,43,15,5,2,1
1104,43,15,3, ,1
1415,86,12,6,3,1
680,86,12,5,4,1
187,47,16, ,2,1
740,47,16,2,3,1
1803,47,16,4,2,1
1173,47,16,1,4,1
510,47,16,3, ,1
2053,36,15,6,1,0
1035,36,15,3,1,0
1120,36,15,4,2,0
1932,43,18,5,3,0
2190,43,18,7, ,0
770,51,14,4,2,0
1656,51,14,6,2,0
599,51,14,6,1,0
1883,52,11,4,2,1
2530,52,11,1,1,1
1846,52,11,4,1,1
849,22,16,2,2,0
2789,22,16,3, ,0
2014,22,16,6, ,0
2047,61,20,4, ,1
1168,45,15,5, ,1
1711,45,15,4,2,1
201,31,13,4,1,0
256,31,13,6, ,0
363,31,13,4,3,0
898,31,13,5, ,0
2052,62,20,4,2,1
1744,61,14,5, ,1
2305,61,14,4,4,1
1477,63,20,5,2,1
2313,63,14,6, ,1
565,63,14,4, ,1
2693,34,13,4, ,0
391,34,13,6,2,0
722,34,13,3,2,0
1379,34,13,4,2,0
33,41,15,4, ,0
1344,41,15,4, ,0
23,41,15,5,4,0
1416,66,20,3, ,1
2380,50,12,2,3,0
2402,50,12,4,2,0
2779,50,12,4, ,0
393,50,12,2,2,0
877,21,14,4,2,0
940,21,14,4, ,0
1954,21,14,6,2,0
541,21,14,3,2,0
1523,36,16,3,3,1
2731,36,16,6,1,1
568,44,16,5,2,1
1387,44,16,3, ,1
1001,44,16,5,3,1
2807,44,16,3,2,1
1060,44,16,4,3,1
851,22,14,6, ,0
2122,22,14,5,2,0
1620,22,14,4,2,0
1966,22,14,2,1,0
1381,52,12,4, ,0
2532,52,12,5,3,0
1066,52,12,3,3,0
1056,52,12,3,3,0
992,60,14,4,2,0
122,60,14,6, ,0
924,60,14,5,2,0
860,31,16,4,2,0
1941,31,16,6, ,0
16,31,16,2,3,0
2227,54,15,4,2,1
2753,54,15,7, ,1
368,32,16,5,1,0
2044,32,16,4,2,0
1148,32,16,3,2,0
652,33,13,5,2,1
1684,33,13,4, ,1
288,33,13,5,1,1
2446,41,16,4,1,1
743,41,16,6, ,1
2710,70,14,4,2,1
306,70,14,4, ,1
1589,62,14,7,2,0
2066,62,14,5,3,0
755,62,14,6, ,0
639,56,15,3,2,1
365,56,15,4, ,1
1524,55,18,5,3,0
3,55,18,4,2,0
2024,27,17,2, ,1
1256,27,17,2,3,1
2823,48,15,6,4,0
2471,48,15,4, ,0
1223,48,15,4, ,0
281,28,11,2,2,1
321,28,11,4,2,1
355,28,11,4,2,1
1701,28,11,2, ,1
240,41,19,5, ,0
1969,41,19,4,1,0
939,34,16,5,1,0
602,34,16,4,1,0
947,34,16,2,1,0
1585,56,18,6,2,0
2197,56,18,5,3,0
2293,58,15,3, ,1
668,58,15,2,2,1
986,29,17,2,2,1
62,29,17,4, ,1
1301,58,12,4,2,0
2212,58,12,4,1,0
2787,58,12,2,3,0
1419,58,12,4,1,0
1582,22,14,4,2,1
963,22,14,4,2,1
2143,22,14,4,1,1
2776,36,16,2, ,0
757,36,16,3, ,0
798,36,16,3, ,0
2848,59,15,5,4,1
2415,59,15,6,2,1
2243,60,12,6,2,0
478,60,12,4,3,0
2861,60,12,3,1,0
2161,60,12,3, ,0
814,32,11,6,3,1
1799,32,11,1, ,1
1795,32,11, ,2,1
1413,32,11,4,1,1
1578,89,13,6,1,1
2027,89,13,3,2,1
1161,33,12,4, ,0
2585,33,12,5, ,0
1042,33,12,4,2,0
1565,33,12,5,2,0
63,33,12,7, ,0
616,24,17,4,2,0
641,24,17,3, ,0
1473,24,17,5, ,0
1246,69,11,5, ,1
1264,69,11,4, ,1
1287,69,11,6, ,1
2358,25,17,6, ,0
625,25,17,4,3,0
2343,25,17,2,2,0
1712,77,14,4,2,1
554,77,14,2, ,1
2104,34,17,2, ,1
2770,34,17,3,2,1
205,62,18,5, ,0
1837,62,18,4,2,0
2444,33,20,5,2,0
1952,33,20,4,3,0
935,27,14, ,2,1
2013,27,14, ,1,1
490,27,14,4,1,1
1729,36,14,5,2,0
1880,36,14, ,1,0
779,36,14,4,2,0
2797,36,14,4,2,0
1899,37,11,4,2,1
115,37,11,1,1,1
2745,37,11,2,2,1
2275,37,11,3, ,1
129,23,13,5, ,0
818,23,13,4, ,0
2359,23,13,4,1,0
2744,23,13,3,1,0
1755,23,13,4,4,0
887,22,15,2, ,0
884,22,15,5,3,0
890,22,15,6,2,0
422,22,15,5,2,0
1550,52,16,4,4,1
2798,52,16,3,3,1
991,41,18,2,3,1
1286,41,18,4,2,1
270,41,18,5,2,1
2201,41,18,2,3,1
2590,38,11,4, ,1
1032,38,11,5,2,1
1075,38,11,5,4,1
560,38,11,4, ,1
1480,38,17,4,2,1
1915,38,17,3, ,1
2321,67,12,4,3,0
477,67,12,5, ,0
1844,67,12,4,1,0
1040,67,12,6,1,0
774,46,13,6,1,1
2766,46,13,5, ,1
10,46,13,4, ,1
1260,68,15,5,3,1
175,68,15,4,2,1
921,38,20,6,3,0
1061,38,20,4,3,0
2541,54,16,5,2,1
267,54,16,4,2,1
1526,25,15,5,2,0
2796,25,15,4,2,0
438,25,15,2, ,0
905,25,15,2,4,0
265,40,20,5,1,0
1353,40,20,4, ,0
847,43,12,2, ,0
2627,43,12,4, ,0
1847,43,12, , ,0
169,43,12,5, ,0
761,43,12,6, ,0
238,43,17,3,2,1
1468,43,17,5, ,1
2406,89,20,6,1,1
2474,22,12,4,2,0
1334,22,12,7, ,0
2259,22,12,4,1,0
1021,22,12,7, ,0
962,22,12,1, ,0
1536,22,12,6, ,0
2430,43,20,4,2,0
162,43,20,3, ,0
517,73,12,5,2,0
2133,73,12,4,2,0
2311,73,12,4,2,0
2239,73,12,5, ,0
1967,23,15,2,1,1
856,23,15,5, ,1
1791,23,15,5,2,1
1624,60,16,6, ,1
2390,60,16,2,4,1
286,52,16,4, ,0
1343,52,16,5,3,0
2071,52,16,3, ,0
2400,74,12,2,1,0
193,74,12,4,2,0
1821,74,12,6,1,0
1453,74,12,4,1,0
1933,68,12,4,4,1
2477,68,12,6,1,1
2571,68,12,4, ,1
57,53,16,2, ,0
228,53,16,3,1,0
1423,53,16,4, ,0
124,30,16,7, ,0
985,30,16,6,2,0
2172,30,16,5, ,0
1442,30,16,6, ,0
607,30,16,6, ,0
237,30,16,2,4,0
841,30,16,3, ,0
1090,41,12,4,3,0
2682,41,12,6,1,0
1007,41,12,2,2,0
2786,41,12,4, ,0
1788,41,12,4,1,0
1251,41,12,4,2,0
530,41,12,1,1,0
731,41,12,2, ,0
49,41,12,4,2,0
2448,41,12,4, ,0
630,40,14,4,1,1
2545,40,14,5,2,1
707,40,14,4,2,1
2028,47,20,4, ,0
574,47,20,5,2,0
2534,40,17,4,2,0
1693,40,17,3,2,0
230,40,17,4,2,0
455,56,13,4,1,1
2874,56,13,4,1,1
1006,56,13,5,2,1
358,28,15,4,2,1
1596,28,15,4,4,1
253,28,15,5,2,1
135,49,20,6,3,0
1544,49,20,4,1,0
2290,50,14,4,1,0
1208,50,14,7,1,0
708,50,14,3,3,0
1835,50,14,4,1,0
352,57,16,5, ,0
1919,57,16,5,2,0
1426,57,16,6, ,0
312,22,13,4,3,1
813,22,13,6, ,1
1703,22,13,3,3,1
1258,22,13,5,3,1
945,28,18,6,2,0
632,28,18,4, ,0
1959,28,18,7,1,0
2057,43,17,3, ,0
1205,43,17,5,2,0
449,43,17,3,3,0
293,24,13, ,2,1
126,24,13,2,2,1
979,24,13,4,3,1
116,24,13,4,2,1
627,39,18,2, ,1
2007,39,18,6,3,1
418,34,14,3,3,1
1935,34,14,4,2,1
2363,34,14,5, ,1
2087,34,14,2,4,1
801,34,14,2,3,1
1130,34,14,4,3,1
1132,40,13, ,3,0
1764,40,13,7,1,0
1809,40,13,4,2,0
2178,40,13,6,4,0
1973,40,13,5,4,0
1111,24,16,4,1,0
749,24,16,5,2,0
597,24,16,2,3,0
465,24,16,2,3,0
1825,47,14,4,2,1
690,47,14,4,3,1
141,47,14,5, ,1
2196,33,15,5, ,1
2070,33,15,4, ,1
1555,33,15,5,2,1
1931,26,19,1,4,1
1643,26,19,6, ,1
