id,age,educ,polviews,spanking,gender
2142,27,14,5, ,0
1714,27,14,6, ,0
1694,27,14,4, ,0
2593,27,14,4, ,0
1761,27,14,7, ,0
1749,34,12,3,1,0
910,34,12,5, ,0
1753,34,12,4,2,0
460,34,12,4,4,0
1267,34,12,5,2,0
1166,34,12,6,2,0
2518,78,12,4, ,1
1094,78,12,4, ,1
2385,78,12,2,3,1
2470,44,13,2,2,0
14,44,13,4,2,0
1981,44,13,5,2,0
2419,44,13,5,1,0
19,44,13,4,2,0
911,51,14,5, ,1
2863,51,14,4,3,1
1990,51,14,6,2,1
2075,57,14,7,1,1
1549,57,14,6,4,1
544,57,14,3, ,1
2352,57,14,4,2,1
2631,57,14,6,1,1
1796,52,14,4, ,1
973,52,14,3,4,1
161,52,14,5, ,1
1408,42,15,5, ,1
1382,42,15,6,2,1
1980,42,15,6,2,1
1571,42,15,3,3,1
74,42,15,2, ,1
1998,46,20,4,4,1
1367,46,20,4,4,1
2267,46,20,2, ,1
1484,31,13,4,3,1
409,31,13,4, ,1
1793,31,13,5,2,1
215,31,13,2,2,1
1999,46,18,6, ,1
163,46,18,5, ,1
2511,53,14,4, ,1
308,53,14,3,3,1
2101,53,14,4, ,1
833,83,12,4,1,1
1000,83,12,4,2,1
388,83,12,1,2,1
1157,55,14, , ,1
2015,55,14,4,4,1
1630,55,14,6,1,1
1823,34,19,2,3,1
967,34,19,5, ,1
759,33,16,4, ,0
1395,33,16,6,1,0
1895,33,16,6, ,0
794,33,16,6,1,0
2110,62,20,6, ,0
118,62,20,4,2,0
848,84,12, ,3,1
328,84,12,4, ,1
2428,84,12,2,2,1
2127,56,14,6,1,1
248,56,14,3, ,1
585,56,14,4, ,1
2086,44,20,2, ,1
486,44,20,6, ,1
614,44,20,5, ,1
2232,35,14,4, ,0
2597,35,14,5,1,0
2174,35,14,2, ,0
912,35,14,6,2,0
1225,35,14,4, ,0
156,20,14,3, ,1
1291,20,14,4, ,1
542,20,14,2,3,1
2205,20,14,4,1,1
1059,41,18,2, ,0
1368,41,18,2,2,0
638,41,18,4,2,0
214,43,13,3,1,1
1708,43,13,6,3,1
883,43,13,2, ,1
1603,43,13,6,2,1
1138,43,13,7,2,1
2678,43,13,4,2,1
94,51,13,4, ,0
1745,51,13,1,1,0
1311,51,13,4,1,0
2741,51,13,4,3,0
1682,51,13, ,1,0
1089,42,18,2,1,0
589,42,18,4, ,0
576,42,18,5,3,0
2422,72,13,2, ,1
2606,72,13,4, ,1
1016,72,13,4,3,1
287,37,14,4,2,0
1884,37,14,6,1,0
2123,37,14,4, ,0
729,37,14,4, ,0
261,37,14,5,2,0
311,53,10,2,2,1
1692,53,10,4,4,1
503,53,10,4,2,1
2144,53,10,4,4,1
1904,53,10,4,1,1
948,51,15,1, ,0
1845,51,15,7,3,0
1775,51,15,6,1,0
310,51,15,7,2,0
2271,66,20,5, ,0
159,66,20,4, ,0
1331,26,12,2,2,0
1058,26,12,3,1,0
1808,26,12, ,1,0
1433,26,12,7,1,0
2109,26,12,5, ,0
318,26,12,2,3,0
1330,26,12,4, ,0
1557,24,14, , ,1
354,24,14,6, ,1
2812,24,14,6,2,1
2364,24,14,4,1,1
1356,68,12,6,2,0
968,68,12,4, ,0
1135,68,12,4, ,0
395,68,12,4,2,0
180,68,12,7,2,0
1964,26,14,5,4,1
1570,26,14,6,2,1
1525,26,14,4, ,1
1509,26,14,4,2,1
250,19,11,6,2,1
2594,19,11,6, ,1
1968,19,11,4,2,1
1816,19,11,5,1,1
2762,19,11, ,2,1
2806,19,11,1,1,1
2353,32,19,7,2,0
18,32,19,3,3,0
372,32,19,2, ,0
1034,47,18,2,4,0
1824,47,18,4,1,0
1341,47,18,6, ,0
660,69,20,4,3,0
1618,69,20,6, ,0
2165,42,14,2, ,0
2427,42,14,4,2,0
1874,42,14,5,3,0
2844,42,14,4,2,0
1234,42,14,4, ,0
1584,42,16,5,2,0
2140,42,16,4, ,0
1616,42,16,4,2,0
1513,42,16,6,2,0
2492,31,12,4, ,0
1312,31,12,6,2,0
1988,31,12,4, ,0
2558,31,12,3,2,0
941,31,12,7, ,0
1296,31,12,7, ,0
2846,31,12,3, ,0
2032,44,16,2,2,0
1612,44,16,3,3,0
166,44,16,5,3,0
2418,44,16,5, ,0
491,31,20,5, ,1
903,31,20,5,4,1
451,30,17,5,2,0
858,30,17,2, ,0
2447,30,17,6, ,0
1506,30,17,5, ,0
120,89,16,4,3,1
1648,89,16,5, ,1
951,24,17,3, ,1
2803,24,17,4,2,1
1038,24,17,2, ,1
203,68,14,6,2,1
778,68,14,6,2,1
582,68,14,3,3,1
520,61,12,4,2,1
2643,61,12,4,1,1
1037,61,12,4, ,1
2717,61,12,7,1,1
2714,48,14,7,2,1
199,48,14,2,1,1
2318,48,14,5,1,1
123,48,14,4,1,1
461,48,14,2,1,1
2711,54,12,4,1,0
1314,54,12,4,4,0
1273,54,12,5,2,0
799,54,12,6,1,0
1997,54,12,3,2,0
1920,54,12,3,1,0
1626,69,14,4,2,1
1418,69,14,4,2,1
1831,69,14,4,3,1
546,48,14,4,3,0
1488,48,14,5, ,0
1577,48,14,5,2,0
488,48,14,4,2,0
2046,48,14,4,3,0
1592,76,20,6, ,0
657,76,20,4,4,0
2189,26,14,6,2,0
966,26,14,3,1,0
2639,26,14,6, ,0
1424,26,14,4, ,0
1315,26,14,7,1,0
290,26,14,5,1,0
1758,50,13,4,2,1
821,50,13,3,2,1
1055,50,13,4, ,1
1270,50,13,4,4,1
2830,28,17,4, ,1
514,28,17,3,4,1
2200,28,17,3, ,1
1639,35,16,2,3,0
925,35,16,3,2,0
2897,35,16,1,2,0
179,35,16,3, ,0
72,35,16,3, ,0
2049,35,16,6,1,0
548,36,14,3,3,1
2479,36,14,3,2,1
1445,36,14,2,2,1
401,36,14,6,2,1
1079,43,14,4,2,0
2231,43,14,2, ,0
1398,43,14,6, ,0
2286,43,14,6,3,0
1936,43,14,3,2,0
475,43,14,5,3,0
283,43,14,3, ,0
2287,65,12,4, ,1
705,65,12,6,2,1
1191,65,12,4,2,1
202,65,12,4, ,1
1820,75,12,4,1,1
551,75,12,2,1,1
2333,75,12,2, ,1
1020,75,12,4, ,1
2868,75,12,6,1,1
1249,66,12,5, ,1
1219,66,12,4, ,1
2251,66,12,4, ,1
1336,66,12,6,2,1
685,53,19,4, ,1
168,53,19,6,1,1
119,38,14,2,2,1
1615,38,14,5,3,1
976,38,14,1, ,1
104,38,14,3, ,1
2882,30,14,5,1,0
301,30,14,5, ,0
1556,30,14,6, ,0
239,30,14,3, ,0
275,30,14,4, ,0
2757,30,14,5,1,0
51,25,13,4, ,1
2328,25,13,4,2,1
505,25,13,6,2,1
786,25,13,5,4,1
348,25,13,4,1,1
2699,39,14,6,2,1
2859,39,14,5,2,1
1561,39,14,4,2,1
529,39,14,4,2,1
1993,54,14,6,2,0
476,54,14,6,3,0
2191,54,14,5,3,0
2125,54,14,5, ,0
802,54,14,3,1,0
776,25,15,6,1,1
194,25,15,3,4,1
1834,25,15,4,1,1
2769,25,15,5,2,1
394,61,12,6,2,0
712,61,12,4, ,0
453,61,12,6,2,0
2105,61,12, ,3,0
1411,61,12,4,2,0
1542,61,12,6, ,0
1581,28,13,5,1,0
593,28,13,4, ,0
1736,28,13,3,1,0
2501,28,13,4, ,0
1777,28,13,5, ,0
1393,28,13,3, ,0
721,28,13,2, ,0
2349,56,19,5,2,1
2341,56,19,6,2,1
2368,33,14,3,2,0
150,33,14,5,3,0
154,33,14,3,2,0
443,33,14,4,1,0
232,33,14,4,3,0
1938,33,14,5,3,0
2059,23,12,3, ,0
1200,23,12,4,2,0
210,23,12,5,2,0
1914,23,12,5,1,0
1866,23,12,6,1,0
2120,23,12,6,2,0
2169,23,12,4,3,0
601,23,12, , ,0
2331,23,12,4, ,0
1972,23,12,6, ,0
2675,27,16,2,2,0
894,27,16,1,1,0
1002,27,16,3,3,0
1631,27,16,4,2,0
1485,27,16,5, ,0
812,27,12,4,2,0
2111,27,12,6,3,0
2455,27,12,4,1,0
1248,27,12,5, ,0
300,27,12,4,1,0
1765,27,12,5,1,0
2179,27,12,4, ,0
889,27,12,4, ,0
2759,40,14,5,1,0
430,40,14,3,4,0
2833,40,14,6,3,0
1782,40,14,6, ,0
604,40,14,4,2,0
2081,40,14,3,3,0
172,40,14,4,4,0
111,29,13,4,1,1
1715,29,13,4,2,1
2895,29,13,4,2,1
8,29,13,4,3,1
2158,29,13,2, ,1
1076,26,12,4,1,1
370,26,12,3,2,1
2151,26,12,6, ,1
317,26,12,4, ,1
816,26,12, , ,1
343,26,12,1, ,1
2755,26,12,7,1,1
2078,50,16,4,3,1
1687,50,16,3,1,1
2864,50,16,6, ,1
1529,37,17,4,3,1
351,37,17,4, ,1
2673,37,17,4, ,1
2802,32,13,4,3,0
2881,32,13,4, ,0
2063,32,13,4,2,0
2650,32,13,3,4,0
1045,32,13,6,2,0
2065,32,13,1,1,0
509,32,13,4,2,0
1534,47,12,4,2,0
952,47,12,5,4,0
2884,47,12,6,1,0
2449,47,12,6,1,0
1806,47,12,5,1,0
97,47,12,4, ,0
855,47,12,4,3,0
2519,66,12, , ,0
2701,66,12,6, ,0
2865,66,12,4,2,0
1717,66,12,5,2,0
1494,66,12,1,2,0
2397,66,12,4, ,0
1278,46,14,3,3,1
139,46,14,4,4,1
1713,46,14,6,4,1
1080,46,14,4, ,1
1281,48,12,6, ,0
1725,48,12,4,2,0
7,48,12,4, ,0
1195,48,12,4,3,0
621,48,12,4,1,0
1863,48,12,3,1,0
875,48,12,2, ,0
417,54,16,6, ,0
975,54,16,5, ,0
2586,54,16,2,1,0
1335,54,16,5,1,0
734,54,16,7, ,0
587,19,12,3,3,0
1918,19,12,4,1,0
145,19,12, ,2,0
747,19,12,5,2,0
2195,19,12, ,1,0
957,19,12,5,2,0
916,19,12,2,4,0
1154,19,12, ,3,0
2629,19,12,4, ,0
1366,56,16,4,2,1
1145,56,16,4, ,1
756,56,16,4,2,1
125,49,14,4,2,1
1207,49,14,6, ,1
2303,49,14,4, ,1
36,49,14,4,2,1
398,41,14,1,3,0
1678,41,14,3,2,0
101,41,14,4, ,0
225,41,14,4,3,0
1676,41,14, , ,0
2838,41,14,5,3,0
619,42,17,2,3,1
1272,42,17,3, ,1
2826,42,17,4,2,1
805,70,12,6, ,0
384,70,12,5,2,0
2412,70,12,4,2,0
1719,70,12,3,3,0
1023,70,12,4, ,0
1345,70,12,5,4,0
2134,53,13,6,1,1
869,53,13,3,2,1
567,53,13,3,1,1
2596,53,13,5,1,1
2788,53,13, , ,1
1146,36,12, , ,0
909,36,12,3,4,0
182,36,12,5, ,0
815,36,12,3,1,0
131,36,12,4,3,0
961,36,12,4,2,0
1167,36,12, , ,0
1766,36,12,4, ,0
137,30,12,4,4,1
410,30,12,4, ,1
1487,30,12,4,2,1
647,30,12,4,2,1
1810,30,12,4, ,1
698,30,12,6, ,1
1462,53,12,6,1,1
2034,53,12,6,2,1
521,53,12,3, ,1
186,53,12,2,1,1
581,53,12,4,3,1
873,37,18,6,1,0
610,37,18,5,2,0
902,37,18,2, ,0
2414,37,18,7,1,0
2426,55,12,5,3,0
1829,55,12,3, ,0
2615,55,12,6, ,0
2266,55,12,6,1,0
2528,55,12,3,1,0
2408,55,12,4,1,0
2330,55,12,6,2,0
1566,40,13,4, ,1
1798,40,13,4,1,1
1228,40,13,2,2,1
9,40,13,2,2,1
158,40,13,4, ,1
2017,47,17,2,3,1
294,47,17,6,4,1
988,47,17,2,3,1
2008,41,13,4, ,1
1875,41,13,4, ,1
827,41,13,3,1,1
2377,41,13,5,2,1
2818,41,13,4,2,1
2674,39,19,3,2,1
188,39,19,4, ,1
2599,39,19,7, ,1
479,40,16,4,1,0
1290,40,16,5,3,0
751,40,16,2,3,0
538,40,16,5,1,0
226,40,16,3,2,0
1365,53,18,3, ,1
694,53,18,1, ,1
216,53,18,5,4,1
785,28,14,4,3,1
1078,28,14,4, ,1
1651,28,14,4,2,1
2371,28,14,4,2,1
1677,28,14,4,4,1
2156,28,12,4,2,0
981,28,12,2, ,0
1070,28,12,6, ,0
1812,28,12,6, ,0
1807,28,12,3,3,0
389,28,12,2,3,0
233,28,12,3, ,0
1401,28,12,4,2,0
2208,28,12, , ,0
920,36,18,3,2,1
1859,36,18,5, ,1
1502,36,18,4,2,1
2119,48,13,5, ,1
2072,48,13,4,4,1
609,48,13, ,2,1
2587,48,13,4, ,1
1659,48,13,5,1,1
2261,29,12,6, ,0
2893,29,12,4,2,0
2752,29,12, , ,0
2288,29,12,6,3,0
2799,29,12,4, ,0
149,29,12,4,2,0
2537,29,12,5, ,0
1376,29,12, ,1,0
1802,29,12,4, ,0
2022,30,13,4,1,0
1726,30,13,4,1,0
2337,30,13,2, ,0
1308,30,13,4,4,0
1226,30,13,4,2,0
1008,30,13,6,2,0
2888,30,13,5, ,0
1162,30,13,4,1,0
1114,25,12, ,2,0
844,25,12,4, ,0
2612,25,12,4,1,0
335,25,12,4,2,0
54,25,12,3,2,0
1323,25,12,2,2,0
1188,25,12,1,4,0
2808,25,12, ,3,0
1781,25,12,7, ,0
2113,53,20,6, ,0
1586,53,20,4,2,0
1288,53,20,5,2,0
2633,21,12,4,1,1
1505,21,12,5,4,1
2618,21,12,4,1,1
1229,21,12,5,2,1
2706,21,12,5, ,1
2800,21,12,2,2,1
2460,21,12,4,2,1
865,26,16,4,2,0
1644,26,16,6, ,0
886,26,16,4,2,0
2254,26,16,6,2,0
35,26,16,5,4,0
56,26,16,2,2,0
901,23,12,5, ,1
1982,23,12,4,3,1
1441,23,12,3, ,1
1794,23,12,5,2,1
2663,23,12,4,1,1
2567,23,12, ,2,1
688,23,12,1,3,1
1098,28,13,4,3,1
2103,28,13,6,2,1
906,28,13,1,4,1
2308,28,13,7, ,1
2866,28,13,6, ,1
485,28,13,5,4,1
2540,43,18,3,2,1
783,43,18,2, ,1
77,43,18,3,2,1
1642,22,15,4, ,1
618,22,15,3, ,1
1370,22,15,2,3,1
1889,22,15,7, ,1
1886,22,15,6, ,1
1386,46,15,6,2,1
2872,46,15,3,2,1
1632,46,15,6,3,1
556,46,15,2,1,1
227,51,18,5, ,0
2115,51,18,5, ,0
1279,51,18,4,3,0
2091,51,18,5,2,0
1792,38,12,6,1,0
525,38,12,4, ,0
2847,38,12,6,1,0
1649,38,12,6,1,0
200,38,12,4,1,0
2094,38,12,3,3,0
1723,38,12,4,2,0
1253,38,12,4, ,0
1541,38,12,5, ,0
385,69,12,4,2,1
497,69,12,4,2,1
2743,69,12,4,1,1
2041,69,12,4,3,1
566,69,12,3,2,1
1637,53,12,4,3,0
2230,53,12,4,1,0
2146,53,12,6, ,0
2339,53,12,4,3,0
2683,53,12,5,2,0
21,53,12,7,2,0
2315,53,12,6,2,0
2074,48,18,2,2,1
830,48,18,5,3,1
1271,48,18,2,4,1
2391,35,12,4,2,0
282,35,12,5, ,0
2578,35,12, ,2,0
1939,35,12,4,1,0
2720,35,12,3,1,0
2004,35,12,6, ,0
337,35,12,4,2,0
415,35,12,4,2,0
247,34,13,3, ,1
2778,34,13,3,4,1
871,34,13, ,2,1
672,34,13,3,2,1
1375,34,13,4,2,1
1319,34,13,5,1,1
2121,49,18,2,1,1
923,49,18,7, ,1
611,49,18, , ,1
2894,43,14,4,1,1
468,43,14,4,4,1
399,43,14,5,2,1
809,43,14,5, ,1
467,43,14,4,3,1
1955,25,14,2,3,1
1116,25,14,4, ,1
1091,25,14, , ,1
1963,25,14,3, ,1
2793,25,14,5,2,1
376,45,14,5, ,1
730,45,14,4,1,1
2360,45,14,1,4,1
1482,45,14,6, ,1
2010,45,14, , ,1
1364,70,16,5,3,1
1479,70,16,2, ,1
2765,70,16,5,2,1
113,46,16, ,3,1
2224,46,16,4, ,1
2684,46,16,6,1,1
2389,46,16,6,4,1
1470,40,18,2, ,1
2756,40,18,6,1,1
1085,40,18,6, ,1
2875,54,20,4,2,0
914,54,20,2,3,0
242,54,20,4,2,0
834,23,14,4,2,1
1762,23,14,5, ,1
2175,23,14,4, ,1
878,23,14,2,1,1
2614,23,14,6,2,1
386,32,17,6,1,1
316,32,17,4,2,1
549,32,17,5,1,1
2048,32,17,3,3,1
2149,37,13,4,1,1
2234,37,13,7, ,1
1010,37,13,5,3,1
1953,37,13,5, ,1
2602,37,13,6,1,1
1004,21,12,2,2,0
1732,21,12,4, ,0
1511,21,12,6,2,0
2809,21,12,4, ,0
2262,21,12,4,1,0
2459,21,12,4, ,0
879,21,12,3, ,0
2263,21,12,4,2,0
2384,21,12,4,2,0
1179,21,12,5,2,0
896,21,12,5,2,0
2536,20,13,4,1,1
289,20,13,4,4,1
1063,20,13,2, ,1
2118,20,13,2, ,1
2056,20,13,5,2,1
1519,20,13,4, ,1
1206,20,13,4,1,1
700,32,14,5, ,0
670,32,14,7,2,0
336,32,14,3,3,0
1930,32,14,2, ,0
128,32,14,4,1,0
2112,32,14,4, ,0
142,32,14,5, ,0
2456,32,14,4, ,0
2794,19,12,7, ,1
2783,19,12, ,2,1
2170,19,12,4,3,1
2162,19,12,4,1,1
2159,19,12,6, ,1
2350,19,12,5,2,1
913,19,12,4, ,1
276,19,12,2,2,1
2097,38,18,6, ,0
1650,38,18,3,2,0
383,38,18,4, ,0
2194,38,18,5, ,0
1507,56,12,2,2,1
360,56,12,3,2,1
1252,56,12,5,3,1
2064,56,12,1,4,1
446,56,12,5, ,1
828,56,12,4,2,1
1187,24,12,2,4,0
2294,24,12,6,2,0
319,24,12,5,2,0
1838,24,12,4,2,0
2475,24,12,4, ,0
1210,24,12,1, ,0
907,24,12,6,2,0
2163,24,12,2,3,0
2420,24,12,6,2,0
1697,24,12,4,2,0
2889,24,12,4,1,0
1204,58,12,4, ,1
1340,58,12, , ,1
2628,58,12,4, ,1
2768,58,12,6,3,1
1735,58,12,5, ,1
1841,58,12,6,1,1
70,80,12,6, ,1
2036,80,12,7,1,1
1832,80,12,4, ,1
1268,80,12,4,3,1
846,80,12,4,2,1
2033,22,12,4, ,1
1332,22,12,2, ,1
284,22,12,6,3,1
2792,22,12,5, ,1
596,22,12,6,4,1
2742,22,12,4,4,1
2514,22,12,4,2,1
927,22,12, , ,1
1787,81,12,6,2,1
268,81,12,4,2,1
1767,81,12,4,1,1
518,81,12,3,2,1
2296,81,12,4,2,1
2547,39,12,2,2,0
982,39,12,5,2,0
61,39,12,2,2,0
2469,39,12,4,2,0
654,39,12,5, ,0
1266,39,12,3,2,0
1707,39,12,4, ,0
1328,39,12,2,1,0
1455,39,12,3, ,0
2336,39,12,6, ,0
2222,53,16,5, ,1
15,53,16,2,2,1
535,53,16,5, ,1
2500,53,16,5,1,1
1051,65,12,4, ,0
2256,65,12,6,2,0
2835,65,12,5, ,0
1856,65,12,5, ,0
989,65,12,5,3,0
1110,65,12,7, ,0
